Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
HATS-72,0.73,0,0,4656.1,-8.9,8.9,0.72,0,0,127.589,-0.609,0.614,4.59,0,0,Gaia DR2 2594869603582993792,9.907,10.42399979,9.763999939,12.46899986,12.0725,9.683,9.773,9.642,8.985,0,0.099,-0.014,0.014,[Fe/H],12.17,-0.45,0.24,,339.0258401,-17.0003046,HATS-72 b,8.092884088,0.033626942,-0.033626942,0.722,0.003,-0.003,39.85568219,1.239530786,-1.239530786,0.1254,0.0039,-0.0039,0,1,16.15,7.3279474,-1.60E-06,1.60E-06,714.4903705,714.4903705,714.4903705,0.066530273,9946275749,9946275749,9946275749,0.3,2.3,11092.98159,0.153,1,89.56,-0.05,0.07,0,,,1,,,,8087.64782,7.50E-05,-7.50E-05,0,8091.311794,11092.98159,1,1.371,0.000223,-0.000223,1,2020,0,0,0,1,11,4,71,8,148,Transit,1,4,8,2
HATS-9,1.1,-0.05,0.05,5599,-85,85,1.56,-0.04,0.04,638.7,-12.16,12.633,4.1,-0.03,0.03,Gaia DR2 4083159643769233408,11.558,11.88500023,11.47900009,13.27600002,13.0983,11.433,11.539,11.032,8.768,0,0.38,-0.05,0.05,[Fe/H],10.8,-1.5,1.5,,290.8101704,-20.1663771,HATS-9 b,13.85430018,0.347478403,-0.347478403,1.236,0.031,-0.031,259.3479798,12.07747945,-12.07747945,0.816,0.038,-0.038,0,1,0,1.915291,-1.80E-05,1.90E-05,1847.359792,1847.359792,1847.359792,0.031180102,4661425205,4661425205,4661425205,0.3,2.3,13258.19203,0.16,1,88.94,-0.44,0.44,0,,,1,,,,7311.7514,0.00039,-0.00039,0,7312.709045,13258.19203,1,0.847,0.0015,-0.0015,1,2015,1,0,1,7,2,91,9,180,18,Eclipse,2,9,18,2
HD 106315,1.09,-0.04,0.04,6327,-48,48,1.3,-0.06,0.06,109.353,-0.681,0.691,4.25,-0.04,0.04,Gaia DR2 3698307419878650240,7.962,8.116000175,7.853000164,8.951000214,8.88841,7.794,7.85,7.839,8.168,0,-0.311,-0.079,0.079,[Fe/H],4.48,-0.96,0.96,F5 V,183.4724742,-0.3934357,HD 106315 c,4.349084524,0.235388595,-0.235388595,0.388,0.021,-0.021,15.1985544,3.699522653,-3.699522653,0.04782,0.01164,-0.01164,0,1,3.43,21.05704,-0.00046,0.00046,858.3315519,971.5230227,777.8043281,0.153696449,22977619171,17940265333,27989448712,0.3,2.3,16242.95764,0.52,1,88.61,-0.25,0.7,0.22,-0.15,0.15,0,96,-35,88,7569.0173,0.0014,-0.0014,0,7579.54582,25341.39944,1,0.0992,0.0258,-0.0258,1,2017,0,0,0,3,225,17,758,31,1315,Transit,3,17,31,2
HD 108236,0.87,-0.05,0.05,5660,-61,61,0.88,-0.01,0.01,64.5978,-0.1932,0.1943,4.49,-0.11,0.11,Gaia DR2 6125644402384918784,7.703,8.045999527,7.637000084,9.239999771,9.08745,7.613,7.673,7.638,7.51,0,-0.28,-0.04,0.04,[Fe/H],6.7,-5.1,4,G3 V,186.5740627,-51.3630519,HD 108236 b,1.614093225,0.056044904,-0.056044904,0.144,0.005,-0.005,3.310157944,0,0,0.010414922,0,0,1,0,0,3.795963,-3.40E-05,2.50E-05,1161.14465,1183.453889,1141.125808,0.045496486,6801724615,6549511160,7044408190,0.3,2.3,8266.304275,0.452,1,87.59,-0.35,0.47,0.045,-0.033,0.039,0,126,-62,51,8773.2964,0.0013,-0.0013,0,8775.194381,8890.926378,1,0.0285,0.0017,-0.0017,2,2020,0,0,0,9,274,67,1465,130,2790,Transit,9,67,130,1
HD 108236,0.87,-0.05,0.05,5660,-61,61,0.88,-0.01,0.01,64.5978,-0.1932,0.1943,4.49,-0.11,0.11,Gaia DR2 6125644402384918784,7.703,8.045999527,7.637000084,9.239999771,9.08745,7.613,7.673,7.638,7.51,0,-0.28,-0.04,0.04,[Fe/H],6.7,-5.1,4,G3 V,186.5740627,-51.3630519,HD 108236 c,2.073661435,0.056044904,-0.056044904,0.185,0.005,-0.005,4.97406959,0,0,0.015650173,0,0,1,0,0,6.203449,-4.60E-05,4.90E-05,985.7858429,977.8167316,995.0921504,0.063122668,9436838908,9593932093,9263710361,0.3,2.3,10308.95621,0.455,1,88.3,-0.23,0.29,0.034,-0.025,0.042,0,211,-110,44,8770.90586,0.00078,-0.00078,0,8774.007584,9954.123449,1,0.0469,0.0021,-0.0022,2,2020,0,0,0,6,206,40,962,77,1919,Transit,6,40,77,1
HD 109833,1.08,-0.05,0.05,5881,-50,50,1,-0.04,0.04,79.5561,-0.1483,0.1488,4.45,-0.1,0.1,Gaia DR2 5838450865699668736,7.89,8.144000053,7.820000172,9.31000042,9.13657,7.772,7.814,7.787,7.819,0,-0.07,-0.08,0.08,[M/H],0.027,-0.003,0.003,,189.7758591,-74.5740205,HD 109833 b,2.891917029,0.15692573,-0.123298788,0.258,0.014,-0.011,8.822448001,0,0,0.027758526,0,0,1,0,0,9.188526,-2.60E-05,2.60E-05,923.9625335,923.9625335,923.9625335,0.088151276,13178615809,13178615809,13178615809,0.3,2.3,11023.12857,0.61,1,88.13,-0.55,1,0.18,-0.12,0.24,0,,,,6437.57374,0.00091,-0.00097,0,6442.168003,11023.12857,1,0.042,4.70E-05,-4.70E-05,2,2022,0,0,0,5,157,34,729,65,1434,Transit,5,34,65,1
HD 108236,0.87,-0.05,0.05,5660,-61,61,0.88,-0.01,0.01,64.5978,-0.1932,0.1943,4.49,-0.11,0.11,Gaia DR2 6125644402384918784,7.703,8.045999527,7.637000084,9.239999771,9.08745,7.613,7.673,7.638,7.51,0,-0.28,-0.04,0.04,[Fe/H],6.7,-5.1,4,G3 V,186.5740627,-51.3630519,HD 108236 e,3.082469701,0.056044904,-0.056044904,0.275,0.005,-0.005,9.725497469,0,0,0.030599837,0,0,1,0,0,19.590025,-8.90E-05,8.30E-05,715.4864875,732.9892442,700.2199781,0.135868839,20312391453,19359253186,21213621140,0.1,2.3,14577.06677,0.426,1,89.245,-0.086,0.12,0.058,-0.036,0.032,0,128,-54,37,8782.46935,0.00078,-0.00069,0,8792.264362,15973.36265,1,0.1038,0.003,-0.0028,2,2020,0,0,0,4,374,19,1467,35,2482,Transit,4,19,35,2
HD 108236,0.87,-0.05,0.05,5660,-61,61,0.88,-0.01,0.01,64.5978,-0.1932,0.1943,4.49,-0.11,0.11,Gaia DR2 6125644402384918784,7.703,8.045999527,7.637000084,9.239999771,9.08745,7.613,7.673,7.638,7.51,0,-0.28,-0.04,0.04,[Fe/H],6.7,-5.1,4,G3 V,186.5740627,-51.3630519,HD 108236 d,2.544438626,0.067253884,-0.067253884,0.227,0.006,-0.006,7.121130367,0,0,0.022405582,0,0,1,0,0,14.175685,-0.0001,8.30E-05,748.4204243,759.5873305,739.5962642,0.109511377,16371950897,15898499737,16769578665,0.3,2.3,13265.53205,0.423,1,89.06,-0.14,0.27,0.055,-0.035,0.038,0,151,-33,46,8769.79682,0.0009,-0.0009,0,8776.884662,13992.35065,1,0.0705,0.0031,-0.0034,2,2020,0,0,0,6,550,32,2266,61,3919,Transit,6,32,61,1
HD 110082,1.21,-0.06,0.06,6200,-100,100,1.19,-0.06,0.06,105.096,-0.266,0.266,4.2,-0.3,0.3,Gaia DR2 5765748511163751936,8.014,8.272000313,8.001999855,9.229999542,9.11523,7.965,7.986,7.983,7.851,0,0.08,-0.05,0.05,[Fe/H],0.25,-0.07,0.05,F8 V,192.5892855,-88.1211107,HD 110082 b,3.194559508,0.100880827,-0.100880827,0.285,0.009,-0.009,10.33085052,0,0,0.032504491,0,0,1,1,0,10.18271,-4.00E-05,4.00E-05,1007.555335,1095.131967,957.1847453,0.098045461,14657796464,12410619531,16245565643,0.3,2.3,12235.29436,0.5,1,88.2,-0.7,1.1,0.2,-0.1,0.2,0,138,-100,60,8629.909,0.001,-0.001,0,8635.000355,16016.06408,1,0.068803,0.005507,-0.005507,2,2021,0,0,0,6,170,38,726,72,1451,Transit,6,38,72,1
HD 110113,1,-0.06,0.06,5732,-50,50,0.97,-0.02,0.02,106.307,-0.715,0.724,4.46,-0.05,0.05,Gaia DR2 6133384959942131968,8.594,8.902999878,8.501999855,10.05000019,9.91036,8.441,8.493,8.446,8.156,0,0.14,-0.02,0.02,[Fe/H],4,-0.5,0.5,G,190.0365636,-44.3120777,HD 110113 b,2.051243474,0.123298788,-0.123298788,0.183,0.011,-0.011,4.551302782,0.619765393,-0.619765393,0.01432,0.00195,-0.00195,0,1,2.15,2.541,-0.001,0.0005,1378.942798,1378.942798,1378.942798,0.036469227,5452149508,5452149508,5452149508,0.3,2.3,8426.254108,0.31,1,87.8016492,,,0.093,-0.064,0.079,0,,,,8570.101,0.004,-0.005,0,8571.3715,8426.254108,1,0.0572,0.002845,-0.002845,2,2021,0,0,0,7,107,67,773,133,1550,Transit,7,67,133,1
HD 109833,1.08,-0.05,0.05,5881,-50,50,1,-0.04,0.04,79.5561,-0.1483,0.1488,4.45,-0.1,0.1,Gaia DR2 5838450865699668736,7.89,8.144000053,7.820000172,9.31000042,9.13657,7.772,7.814,7.787,7.819,0,-0.07,-0.08,0.08,[M/H],0.027,-0.003,0.003,,189.7758591,-74.5740205,HD 109833 c,2.589274549,0.190552672,-0.179343692,0.231,0.017,-0.016,7.320074983,0,0,0.023031532,0,0,1,0,0,13.900148,-5.70E-05,5.70E-05,804.8775903,804.8775903,804.8775903,0.116165631,17366761812,17366761812,17366761812,0.3,2.3,10998.00386,0.73,1,88.24,-0.34,0.73,0.3,-0.19,0.21,0,,,,6440.7567,0.0015,-0.0011,0,6447.706774,10998.00386,1,0.064727,0.007093,-0.007093,2,2022,0,0,0,9,610,59,2854,114,5466,Transit,9,59,114,1
HD 118203,1.84,-0.24,0.24,5864,-25,25,2.06,-0.06,0.06,92.2589,-0.2352,0.2364,4.08,-0.05,0.05,Gaia DR2 1560420854826284928,6.608,6.861000061,6.543000221,8.06000042,7.89255,6.472,6.45,6.501,6.438,0,0.23,,,[Fe/H],4.6,-0.8,0.8,K0,203.509956,53.7281876,HD 118203 b,13.13692542,0.76221069,-0.76221069,1.172,0.068,-0.068,114.5581709,0,0,0.360440315,0,0,1,1,0,6.1335,-0.0006,0.0006,1384.450934,1546.496576,1360.325203,0.080414613,12021984598,9637252824,12455629726,0.3,2.3,17994.42171,0,1,90,,,0.31,-0.01,0.01,0,155.7,-2.4,2.4,9657.449461,0.001221,-0.001221,0,9660.516211,23256.81997,1,0.386,0.000137,-0.000137,1,2005,0,0,0,1,1,2,1,2,2,Either,1,1,2,3
HD 136352,0.87,-0.04,0.04,5664,-61,61,1.06,-0.02,0.02,14.682,-0.0198,0.0199,4.39,-0.11,0.11,Gaia DR2 5902750168276592256,3.898,4.510000229,4.15899992,5.650000095,5.48495,,,,,0,-0.24,-0.05,0.05,[M/H],12.3,-2.9,1.2,G4 V,230.4401147,-48.3188174,HD 136352 c,2.91433499,0.078462865,-0.078462865,0.26,0.007,-0.007,11.23841246,0.651548234,-0.629300245,0.03536,0.00205,-0.00198,0,1,2.61,27.59221,-0.00011,0.00011,701.0290483,701.0290483,701.0290483,0.170721229,25522823774,25522823774,25522823774,0.1,2.3,11824.89275,0.872,1,88.571,-0.045,0.042,0,,,0,-110.22,-75.76,74.58,8954.4099,0.00052,-0.00054,0,8968.206005,11824.89275,1,0.0638,0.0024,-0.0022,1,2019,0,0,0,10,596,17,640,24,1078,Transit,10,17,24,2
HD 1397,1.32,-0.05,0.04,5521,-60,60,2.34,-0.06,0.05,79.5702,-0.1731,0.1738,3.82,-0.02,0.02,Gaia DR2 4707634458245031552,6.09,6.441999912,5.987999916,7.78000021,7.59336,6.018,5.898,5.988,5.921,0,0.29,-0.09,0.09,[Fe/H],4.51,-0.5,0.5,G5 III/IV,4.4471631,-66.3589285,HD 1397 b,11.50041423,0.280224518,-0.30264248,1.026,0.025,-0.027,116.6430252,6.992224945,-7.310053352,0.367,0.022,-0.023,0,1,28.3,11.53533,-0.0008,0.00079,1189.531015,1234.679511,1223.375206,0.109681853,16397437052,15224355036,15507008934,0.3,2.3,31210.09301,0.17,1,88.99,-0.73,0.67,0.251,-0.019,0.02,0,2.1,-7,6.1,8332.08261,0.0006,-0.0006,0,8337.850275,31789.53657,1,0.2037,0.0027,-0.0023,2,2018,0,0,0,3,2,4,3,6,4,Eclipse,2,3,4,2
HD 149026,1.42,-0.33,0.33,6179,-15,15,1.41,-0.03,0.03,75.8643,-0.1733,0.174,4.37,-0.04,0.04,Gaia DR2 1331356474971716992,6.899,7.118000031,6.818999767,8.140000343,8.01416,6.786,6.802,6.822,6.846,0,0.32,,,[Fe/H],2.6,-0.2,0.2,G0,247.6229827,38.3475349,HD 149026 b,8.294645741,0.224179615,-0.224179615,0.74,0.02,-0.02,102.3407469,4.449597692,-3.813940879,0.322,0.014,-0.012,0,1,37.9,2.87589,-2.00E-06,2.00E-06,1622.101507,1622.101507,1622.101507,0.044517874,6655422160,6655422160,6655422160,0.3,2.3,10403.58738,0.571,1,84.55,-0.58,0.58,0,,,0,109,-21,21,4456.78761,0.00014,-0.00014,0,4458.225555,10403.58738,1,0.29,0.0087,-0.0087,1,2005,0,0,0,2,1,6,2,11,3,Eclipse,1,2,3,3
HD 152843,1.15,-0.04,0.04,6310,-100,100,1.43,-0.02,0.02,107.898,-0.316,0.318,4.19,-0.03,0.03,Gaia DR2 4564566554995619072,7.655,7.895999908,7.629000187,8.850000381,8.76412,7.563,7.594,7.607,7.517,0,-0.16,-0.05,0.05,[Fe/H],3.97,-0.75,0.75,G0,253.7848853,20.491524,HD 152843 b,3.407530142,0.134507769,-0.123298788,0.304,0.012,-0.011,11.55941915,6.579048017,-6.140444815,0.03637,0.0207,-0.01932,0,1,3.09,11.6264,-0.0025,0.0022,1084.646972,1084.646972,1084.646972,0.105305949,15743239425,15743239425,15743239425,0.3,2.3,19624.81315,0.32,1,88.85,-0.73,0.73,0.14,-0.1,0.25,0,,,,8994.2831,0.0024,-0.0029,0,9000.0963,19624.81315,1,0.048601,0.003817,-0.003817,2,2021,0,0,0,7,108,34,384,62,715,Transit,7,34,62,1
HD 152843,1.15,-0.04,0.04,6310,-100,100,1.43,-0.02,0.02,107.898,-0.316,0.318,4.19,-0.03,0.03,Gaia DR2 4564566554995619072,7.655,7.895999908,7.629000187,8.850000381,8.76412,7.563,7.594,7.607,7.517,0,-0.16,-0.05,0.05,[Fe/H],3.97,-0.75,0.75,G0,253.7848853,20.491524,HD 152843 c,5.82866998,0.134507769,-0.134507769,0.52,0.012,-0.012,28.77475374,0,0,0.0905355,0,0,1,1,0,24.38,-3.4,6.23,847.4074177,847.4074177,847.4074177,0.172522285,25792081600,25792081600,25792081600,0.3,2.3,23656.60999,0.49,1,88.89,-0.15,0.18,0.115,-0.08,0.173,0,,,,9002.7708,0.0011,-0.0011,0,9014.9608,23656.60999,1,0.085558,0.006283,-0.006283,2,2021,0,0,0,3,54,12,168,22,305,Transit,3,12,22,2
HD 15906,0.79,-0.04,0.02,4757,-89,89,0.76,-0.01,0.01,45.5621,-0.088,0.0883,4.49,-0.05,0.05,Gaia DR2 5175239363214344960,7.557,8.034999847,7.459000111,9.760000229,9.47728,7.345,7.459,7.418,7.341,0,0.02,-0.04,0.04,[Fe/H],,,,K V,38.2712534,-10.352178,HD 15906 c,2.925543971,0.067253884,-0.056044904,0.261,0.006,-0.005,9.00628929,0,0,0.028336955,0,0,1,0,0,21.583298,-5.50E-05,5.20E-05,549.842161,540.0637701,560.4641909,0.140349549,20982257619,21754949344,20200049055,0.1,2.3,7944.039661,0.9,1,88.75,-0.03,0.02,0.04,-0.01,0.01,0,247.9,-45.4,38.8,7430.8296,0.0027,-0.0025,0,7441.621249,7376.252103,1,0.1243,0.0054,-0.0051,2,2023,0,0,0,5,1508,32,7794,63,13361,Transit,5,32,63,1
HD 15906,0.79,-0.04,0.02,4757,-89,89,0.76,-0.01,0.01,45.5621,-0.088,0.0883,4.49,-0.05,0.05,Gaia DR2 5175239363214344960,7.557,8.034999847,7.459000111,9.760000229,9.47728,7.345,7.459,7.418,7.341,0,0.02,-0.04,0.04,[Fe/H],,,,K V,38.2712534,-10.352178,HD 15906 b,2.241796146,0.078462865,-0.078462865,0.2,0.007,-0.007,5.752497706,0,0,0.018099382,0,0,1,0,0,10.924709,-3.20E-05,3.20E-05,689.9336823,706.8727977,681.3768028,0.089139953,13326423031,12698886033,13667008855,0.1,2.3,6420.989895,0.86,1,87.98,-0.12,0.16,0.11,-0.03,0.04,0,160.5,-75.7,76.9,8416.3453,0.0034,-0.0028,0,8421.807655,6910.505814,1,0.0729,0.0054,-0.0053,2,2023,0,0,0,6,855,46,4294,90,7501,Transit,6,46,90,1
HD 17156,1.41,-0.12,0.12,6040,-24,24,1.55,-0.04,0.04,78.0863,-0.2383,0.2397,4.2,-0.06,0.06,Gaia DR2 545560867790611072,6.857,7.079999924,6.763000011,8.159999847,8.03298,6.796,6.778,6.794,6.68,0,0.19,,,[Fe/H],3.37,-0.47,0.2,G5,42.4366123,71.7530882,HD 17156 b,12.3298788,0.336269422,-0.336269422,1.1,0.03,-0.03,1028.174895,10.17050901,-10.17050901,3.235,0.032,-0.032,0,1,271.56,21.21663,-0.00045,0.00045,854.9943112,1466.381322,755.0016115,0.168311617,25162586790,8556728833,32277943157,0.3,2.3,11157.11343,0.477,1,87.82,-0.17,0.17,0.68,0,0,0,121.32,-0.2,0.2,4884.02894,7.30E-05,-7.30E-05,0,4894.637255,42087.1901,1,0.53,0.0087,-0.0087,1,2007,0,0,0,18,6,80,10,147,14,Eclipse,6,10,14,2
HD 183579,1.03,-0.03,0.03,5788,-44,44,0.99,-0.03,0.04,57.2651,-0.1864,0.1875,4.5,-0.03,0.03,Gaia DR2 6641996571978861440,7.231,7.518000126,7.150000095,8.680000305,8.51549,7.09,7.137,7.138,7.04,0,-0.023,-0.05,0.05,[Fe/H],2.6,-1.2,1.4,G2 V,293.2866147,-54.5327284,HD 183579 b,3.553246892,0.14571675,-0.123298788,0.317,0.013,-0.011,11.20027305,5.399904628,-5.399904628,0.03524,0.01699,-0.01699,0,1,2.7,17.471278,-6.00E-05,5.80E-05,736.1293177,736.1293177,736.1293177,0.133173857,19909491629,19909491629,19909491629,0.3,2.3,16328.57386,0.32,1,89.33,-0.4,0.41,0,,,1,90,,,8661.06315,0.00078,-0.00077,0,8669.798789,16328.57386,1,0.121955,0.003965,-0.003965,2,2021,0,0,0,3,196,11,609,19,1000,Transit,3,11,19,2
HD 191939,0.81,-0.04,0.04,5427,-50,50,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597000122,7.179999828,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 c,3.194559508,0.078462865,-0.078462865,0.285,0.007,-0.007,7.999740994,1.001159481,-1.001159481,0.02517,0.00315,-0.00315,0,1,1.93,28.579743,-4.50E-05,4.50E-05,632.652672,622.2501558,643.7788729,0.17065696,25513215588,26380664918,24645766258,0.1,2.3,16449.56833,0.63,1,89.1,-0.08,0.06,0.034,-0.013,0.034,0,-90,-40,220,9440.5491,0.0011,-0.0007,0,9454.838971,16449.56833,1,0.09,0.002215,-0.002215,2,2020,0,0,0,3,612,12,2002,21,3203,Transit,3,12,21,2
HD 189733,0.79,-0.08,0.08,5052,-16,16,0.75,-0.01,0.01,19.7638,-0.0127,0.0128,4.49,-0.05,0.05,Gaia DR2 1827242816201846144,5.587,6.070000172,5.540999889,7.647999763,7.41432,5.289,5.342,5.459,5.427,0,-0.02,,,[Fe/H],1.4,-1.9,4.9,K2 V,300.1821223,22.7097759,HD 189733 b,12.66614823,0.112089807,-0.112089807,1.13,0.01,-0.01,370.5879221,16.52707714,-15.57359192,1.166,0.052,-0.049,0,1,208,2.21857567,-1.50E-07,1.50E-07,1162.930605,1162.930605,1162.930605,0.030797489,4604224671,4604224671,4604224671,0.3,2.3,6566.171352,0.6636,1,85.71,0,0,0,,,0,20,-50,37,3955.525551,9.00E-06,-9.00E-06,0,3956.634839,6566.171352,1,2.4,0.0058,-0.0058,1,2005,0,0,0,1,1,1,1,1,1,Either,1,1,1,3
HD 191939,0.81,-0.04,0.04,5427,-50,50,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597000122,7.179999828,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 b,3.407530142,0.078462865,-0.078462865,0.304,0.007,-0.007,9.998881671,0.699222495,-0.699222495,0.03146,0.0022,-0.0022,0,1,3.56,8.8803256,-4.70E-06,4.70E-06,877.1806424,878.9084868,876.5370265,0.078289656,11704303619,11661548285,11724733998,0.3,2.3,11354.0982,0.61,1,88.1,-0.1,0.14,0.031,-0.011,0.01,0,5,-35,40,9443.54236,0.00025,-0.00023,0,9447.982523,11415.61805,1,0.1248,0.001429,-0.001429,2,2020,0,0,0,2,55,9,200,16,373,Transit,2,9,16,2
HD 191939,0.81,-0.04,0.04,5427,-50,50,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597000122,7.179999828,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 d,2.992797855,0.067253884,-0.067253884,0.267,0.006,-0.006,2.800068262,0.600695688,-0.600695688,0.00881,0.00189,-0.00189,0,1,0.61,38.353037,-6.00E-05,6.00E-05,573.5679379,576.2207415,571.6158967,0.207627544,31040317801,30763659208,31261309748,0.1,2.3,20503.07956,0.44,1,89.49,-0.08,0.05,0.031,-0.012,0.018,0,15,-160,90,9433.906,0.0005,-0.0009,0,9453.082518,20834.74909,1,0.1072,0.0038,-0.0038,2,2020,0,0,0,1,2070,3,5306,4,9661,Transit,1,3,4,2
HD 207496,0.8,-0.04,0.04,4819,-94,94,0.77,-0.03,0.03,23.606,-0.0179,0.0179,4.51,-0.04,0.04,Gaia DR2 6356417496318028800,6.085,6.570000172,5.967000008,8.23,7.97255,,,,,0,0.095,-0.038,0.038,[Fe/H],0.52,-0.26,0.26,K2.5 V,328.7181708,-77.3388025,HD 207496 b,2.253005127,0.123298788,-0.100880827,0.201,0.011,-0.009,6.099127123,1.598676885,-1.598676885,0.01919,0.00503,-0.00503,0,1,2.52,6.441008,-1.10E-05,1.10E-05,786.2459751,883.0387412,725.7142396,0.062939411,9409441962,7461756915,11047635136,0.3,2.3,7669.728042,0.43,1,88.79,-0.75,0.8,0.231,-0.049,0.042,0,57,-22,22,8658.78978,0.0005,-0.0005,0,8662.010284,11355.55044,1,0.08271,0.002521,-0.002521,2,2023,0,0,0,3,269,11,631,19,976,Transit,3,11,19,2
HD 202772 A,1.72,-0.07,0.06,6272,-71,77,2.59,-0.09,0.08,161.498,-2.388,2.459,3.85,-0.03,0.03,Gaia DR2 6790773586275235200,7.048,7.232,6.959,8.319999695,8.22688,6.882,6.94,6.945,7.12,0,0.3,-0.06,0.06,[Fe/H],1.7,-0.26,0.32,,319.6995877,-26.6163743,HD 202772 A b,17.31787523,0.582866998,-0.672538844,1.545,0.052,-0.06,323.2314895,22.24798846,-21.61233165,1.017,0.07,-0.068,0,1,96.4,3.308958,-8.30E-05,8.30E-05,2062.654694,2102.914193,2025.215532,0.052106724,7789955294,7496607847,8082866369,0.3,2.3,20172.09617,0.403,1,84.51,-0.82,1.1,0.038,-0.027,0.042,0,98,-52,65,8338.61047,0.00024,-0.00024,0,8340.264949,21749.6181,1,0.3755,0.01,-0.0099,2,2019,0,0,0,1,1,4,1,6,1,Eclipse,1,1,1,3
HD 209458,1.23,-0.09,0.09,6091,-10,10,1.19,-0.02,0.02,48.3016,-0.1234,0.124,4.45,-0.02,0.02,Gaia DR2 1779546757669063552,6.366,6.59100008,6.308000088,7.630000114,7.50866,6.308,6.191,6.32,6.265,0,0.01,,,[Fe/H],3.1,-0.7,0.8,G0 V,330.7950219,18.8842419,HD 209458 b,15.58048322,0.224179615,-0.224179615,1.39,0.02,-0.02,216.7589733,4.449597692,-4.767426099,0.682,0.014,-0.015,0,1,84.27,3.52474859,-3.80E-07,3.80E-07,1405.91027,1405.91027,1405.91027,0.048600856,7265828019,7265828019,7265828019,0.3,2.3,11073.31404,0.507,1,86.71,-0.05,0.05,0,,,0,0,0,0,1659.93742,2.00E-05,-2.00E-05,0,1661.699794,11073.31404,1,1.5,0.0024,-0.0024,1,1999,0,0,0,1,1,1,1,1,1,Either,1,1,1,3
GJ 143,0.73,-0.07,0.07,4640,-100,100,0.7,-0.03,0.03,16.32,-0.0071,0.0071,4.61,-0.06,0.05,Gaia DR2 4673947174316727040,5.524,6.080999851,5.375,8.142999649,7.67906,,,,,0,0.003,-0.06,0.06,[Fe/H],3.8,-3.7,3.7,K4.5,51.7501882,-63.500166,HD 21749 c,0.896718458,0.067253884,-0.056044904,0.08,0.006,-0.005,0.664128166,0,0,0.002089581,0,0,1,0,0,7.78993,-0.00044,0.00051,687.8986058,687.8986058,687.8986058,0.069297906,10360036924,10360036924,10360036924,0.3,2.3,9274.09693,0.42,1,88.9,-0.37,0.5,0,,,0,,,,8371.2287,0.0016,-0.0015,0,8375.123665,9274.09693,1,0.020523,0.001656,-0.001656,2,2019,0,0,0,9,9561,23,20389,39,31131,Transit,9,23,39,1
