Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star C/H,Star C/H Error,Star O/H,Star O/H Error,Star N/H,Star N/H Error,Star C/O,Star N/O,Star C/N,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia DR3 ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Coordinate Source,Coordinate Ref Epoch,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],2MASS RA,2MASS Dec,Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,In PLATO FOV,No. Desired Parameters,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
CoRoT-35,1.01,-0.06,0.07,6390,-130,130,1.65,-0.11,0.1,4.01,-0.05,0.05,-0.5,-0.1,0.1,[Fe/H],,,,,,,,,,6.1,-1.3,1.3,F6 V,8.8,-0.3,0.3,,,,1123.21,-50.92,55.9,0.832801258,0.028777208,0.028777208,,,TIC 161062394,Gaia DR3 4213081309275729792,16.73,15.635,13.054,,13.43,12.935,,,,,,14.539,,15.2625,12.781,12.815,12.327,8.895001,289.3143618,-2.774686797,Gaia,J2000,5.7929122,-0.0658383,0.0658383,-2.32613,-0.0764449,0.0764449,-5.30537,-0.0635969,0.0635969,289.3143621,-2.774686071,CoRoT-35b,1.68,-0.11,0.11,18.83108763,0.104631098,-0.001624756,0.001624756,,,,1.1,-0.37,0.37,349.6112473,117.5965104,-117.5965104,FALSE,150,-50,50,,,,0.29,-0.11,0.11,3.22748,-8.00E-05,8.00E-05,1910.941895,1910.941895,1910.941895,2908709.22,448951.93,369970.11,2136.912007,329.8269772,271.8022017,0.0429,-0.00092,0.00092,6417748653,5.590836047,,,84.1,-0.1,0.1,0,,,0,,,,,,,,,TRUE,0.57469622,2456074.242,-0.0018,0.0018,1.257,-0.034,0.034,4.19,-0.08,0.08,15130.08608,2071.707696,10986.67069,TRUE,0.57469622,,,,15130.08608,2071.707696,10986.67069,2456075.855,1,1,CoRoT,2022,<a refstr=SEBASTIAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516..636S/abstract target=ref>Sebastian et al. 2022</a>,2022-10,0,Published Confirmed,0,0,TRUE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,,,FALSE," a/Rs, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,116,115,6,82,163,2,14,28,Eclipse,2,14,28,orange,orange,orange,2
CoRoT-36,1.32,-0.09,0.09,6730,-140,140,1.52,-0.1,0.2,4.16,-0.06,0.06,-0.1,-0.1,0.1,[Fe/H],,,,,,,,,,2.1,-0.5,0.6,F3 V,25.6,-0.3,0.3,,,,925.958,-26.247,27.796,1.019248102,0.014985282,0.014985282,,,TIC 405004589,Gaia DR3 4477340334766250496,13.753,13.126,11.641,,11.859,11.592,,,,,,12.5161,,12.9515,11.512,11.539,11.234,8.872,277.7510105,7.183363561,Gaia,J2000,4.0987041,-0.0469447,0.0469447,0.986842,-0.0504421,0.0504421,-3.97813,-0.0467209,0.0467209,277.7510103,7.18336413,CoRoT-36b,1.41,-0.14,0.14,15.80466283,0.095325912,-0.000576968,0.000576968,,,,0.68,-0.43,0.47,216.1233165,149.3793511,-136.6662148,FALSE,65,-45,45,,,,0.25,-0.17,0.17,5.616531,2.30E-05,2.30E-05,1557.392892,1557.392892,1557.392892,1360761.08,624922.47,311653.41,999.6965905,459.1054754,228.9592611,0.066,-0.007,0.007,9873459466,9.336922549,,,85.83,-0.26,0.26,0,,,0,,,275.8,-11.3,11.3,,,,TRUE,0.678943608,2455662.522,0.00034,0.00034,1.01,-0.011,0.011,4.98,-0.07,0.07,14277.56105,2176.644992,9924.271069,TRUE,0.678943608,,,,14277.56105,2176.644992,9924.271069,2455665.331,1,1,CoRoT,2022,<a refstr=SEBASTIAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516..636S/abstract target=ref>Sebastian et al. 2022</a>,2022-10,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,alert,TRUE,FALSE," a/Rs, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,72,74,5,72,143,5,34,68,Eclipse,5,34,68,orange,yellow,yellow,1
CoRoT-5,1,-0.02,0.02,6100,-65,65,1.186,-0.04,0.04,4.19,-0.03,0.03,-0.25,-0.06,0.06,[M/H],,,,,,,,,,6.9,-1.4,1.4,F9 V,1,-1,1,,,,882.472,-25.62,25.62,1.153545317,0.018794024,0.018794024,,,TIC 234112540,Gaia DR3 3125611120515388800,14.61,14.043,12.609,,12.871,12.546,15.9996,14.716,13.9355,13.7711,14.1142,13.4831,,13.9021,12.479,12.521,12.304,8.701,101.2772523,0.815250468,Gaia,J2000,8.8293871,-0.0440592,0.0440592,-3.0708,-0.047575,0.047575,-8.27818,-0.0435532,0.0435532,101.2772527,0.815251608,CoRoT-5b,1.388,-0.047,0.046,15.55806525,0.120265267,-0.001330392,0.001247243,,,,0.467,-0.024,0.047,148.4258659,14.93793511,-7.627881758,FALSE,59.1,-3.1,6.2,,,,0.217,-0.025,0.031,4.0379177,4.60E-07,4.60E-07,1440.238852,1394.132443,1496.278218,967204.83,70629.03,76825.96,710.5665977,51.88831568,56.44095161,0.04947,-0.00029,0.00026,7400606664,8.969342952,,,85.83,-1.38,0.99,0.09,-0.04,0.09,-128.34,-48.13,289.34,,,,,,,TRUE,0.696067817,2455203.744,0.00019,0.00019,1.461,-0.032,0.03,,,,11696.83131,2267.216267,7162.398777,TRUE,0.604275401,,,,10913.918,1762.493174,7388.931653,2455205.62,1,1,CoRoT,2009,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,2009-10,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,low,TRUE,FALSE," a/Rs, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,94,95,3,41,82,6,39,76,Eclipse,6,39,76,orange,orange,orange,1
DSTucA,1.01,-0.06,0.06,5428,-80,80,0.964,-0.029,0.029,,,,0,,,,,,,,,,,,,0.045,-0.004,0.004,G6 V,17.8,-0.2,0.2,2.85,-0.05,0.04,44.0622,-0.0691,0.0693,22.6663,-0.0353827,0.0353827,HD 222259 A,HIP 116748 A,TIC 410214986,Gaia DR3 6387058411482257536,8.886,8.17,6.759,,7.122,6.676,,,,,,7.8541,,8.31926,6.767,6.65,6.728,6.589,354.9154673,-69.196043,NEA,J2000,104.2238507,-0.0632739,0.0632739,79.4639,-0.0736336,0.0736336,-67.4396,-0.0451044,0.0451044,,,DSTucAb,0.50851994,-0.01516638,0.01516638,5.699990209,0.05419,-0.00024,0.00024,,,,0.092785917,-0.053487982,0.125979929,29.49,40.04,-17,TRUE,,,,9.312908588,12.64458663,5.368580739,,,,8.138268,1.10E-05,1.10E-05,850.8296861,850.8296861,850.8296861,118949.82,9374.56,8543.43,87.38766213,6.887113254,6.276515376,0.091230076,,,13647825180,20.35,-0.69,0.29,89.5,-0.41,0.34,0,,,0,,,,,,,,,TRUE,0.177584997,2458332.311,0.00026,0.00026,0.2936,-0.0026,0.0026,3.1764,-0.00936,0.01176,11434.16802,606.3954494,10221.37712,TRUE,0.177584997,,,,11434.16802,606.3954494,10221.37712,2458336.38,1,0,Transiting Exoplanet Survey Satellite (TESS),2019,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,2019-07,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Planet Semi-major Axis, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Planet Mass, ",,93,92,1,3,6,9,25,44,Transit,1,3,6,green,green,green,2
EPIC211945201,1.18,-0.04,0.03,6025,-100,100,1.38,-0.018,0.017,4.25,-0.1,0.1,0.1,-0.1,0.1,[Fe/H],,,,,,,,,,3.99,-0.7,0.85,G0,4,-1,1,,,,181.69,-1.277,1.295,5.47529,-0.0386732,0.0386732,,,TIC 243244680,Gaia DR3 636363799347569408,10.938,10.154,8.908,,9.144,8.837,,,,,,9.66896,10.115,10.0512,8.822,8.844,8.81,8.623,136.5741931,19.4020565,NEA,J2000,61.7731533,-0.0536492,0.0536492,45.4915,-0.0597013,0.0597013,-41.7905,-0.0454461,0.0454461,,,EPIC211945201b,0.54598983,-0.0089214,0.0089214,6.119989484,0.0407,-0.0003,0.0003,,,,0.08495107,-0.03964383,0.04404871,26.99986322,13.99993131,-12.59993532,FALSE,5.7,-2.7,3,,,,0.65,-0.3,0.34,19.492164,1.30E-05,1.30E-05,886.4128913,886.4128913,886.4128913,139812.17,11407.41,11317.56,102.714394,8.380566619,8.314557428,0.148,-0.004,0.004,22140484864,23.1,-0.47,0.47,87.9,-0.06,0.06,0,,,90,,,,,,,,,TRUE,0.846469671,2458152.924,0.00036,0.00036,0.165303413,,,3.91,-0.02,0.02,14061.04236,1789.142876,10482.75661,TRUE,0.846469671,,,,14061.04236,1789.142876,10482.75661,2458162.67,1,1,K2,2018,<a refstr=CHAKRABORTY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156....3C/abstract target=ref>Chakraborty et al. 2018</a>,2018-07,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,18,19,3,28,54,65,384,759,Transit,3,28,54,green,green,green,1
EPIC246851721,1.317,-0.04,0.041,6202,-50,52,1.586,-0.033,0.034,4.157,-0.016,0.016,0.141,-0.085,0.082,[Fe/H],,,,,,,,,,3.02,-0.46,0.44,F5 V,74.92,-0.6,0.62,,,,372.632,-17.644,19.456,2.66391,-0.130014,0.130014,,,TIC 411839167,Gaia DR3 3393939030531019520,12.067,11.237,9.967,,10.199,9.893,15.2612,11.7275,11.3069,11.1782,11.3319,10.8243,11.257,11.2549,9.813,9.816,9.754,8.609,78.9198197,16.2786991,NEA,J2000,13.2641483,-0.0952148,0.0952148,2.71745,-0.112019,0.112019,-12.9828,-0.0944102,0.0944102,,,EPIC246851721b,1.051,-0.044,0.044,11.78063875,0.0681,-0.0026,0.0025,3,-1.2,1.1,3,-1.2,1.1,953.4852198,349.6112473,-381.3940879,FALSE,270,-110,100,,,,3.1,-1.3,1.3,6.1802688,1.60E-06,1.60E-06,1400.889003,1400.889003,1400.889003,875438.25,41200.34,40404.5,643.1493718,30.26823741,29.68356568,0.07229,-0.00075,0.00074,10814430073,9.8,-0.17,0.17,86.21,-0.17,0.17,0,,,0,,,-1.47,-0.86,0.87,3.7,-1.8,3.7,TRUE,0.647777552,2458328.63,0.0002,0.0002,0.464,-0.035,0.035,4.10808,-0.018,0.01776,14780.11779,1563.081575,11653.95464,TRUE,0.647777552,,,,14780.11779,1563.081575,11653.95464,2458331.72,1,1,K2,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,2018-12,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,low,TRUE,FALSE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,57,57,108,1382,2736,2,16,31,Eclipse,2,16,31,green,green,green,2
G9-40,0.2952,-0.0136,0.0136,3395,-51,51,0.3026,-0.0095,0.0095,4.84,-0.04,0.04,-0.07,-0.16,0.16,[Fe/H],,,,,,,,,,9.9,-4.1,2.6,,,,,30,-1,1,27.9276,-0.045,0.0451,35.7781,-0.0572949,0.0572949,,,TIC 203214081,Gaia DR3 684992690384102528,15.477,13.821,9.433,,10.058,9.19,17.28,16.0466,13.372,12.135,13.8174,11.5219,12.771,12.7331,9.032,8.885,8.774,8.597,134.7188514,21.0747961,NEA,J2000,363.6302602,-0.0771468,0.0771468,175.512,-0.102957,0.102957,-318.469,-0.0673777,0.0673777,134.7180405,21.07616671,G9-40b,0.16950694,-0.00579892,0.00579892,1.900000024,0.0575,-0.00075,0.00075,,,,0.01258541,-0.0019822,0.0019822,4.000000807,0.629999468,-0.629999468,FALSE,3.22,-0.49,0.49,,,,3.2,-0.58,0.63,5.7460006,1.80E-06,1.80E-06,434.9705275,434.9705275,434.9705275,10197.94,3037.98,3270.88,7.492017517,2.231882064,2.402984353,0.0418,-0.00064,0.00064,6253190995,30.46,-0.75,0.67,89.03,-0.1,0.1,0,,,90,,,,,,,,,TRUE,0.515653838,2458204.731,8.60E-05,8.60E-05,0.331366047,,,1.693,-0.061,0.07,4791.285139,348.6426386,4093.999862,TRUE,0.515653838,,,,4791.285139,348.6426386,4093.999862,2458207.604,1,1,K2,2019,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,2022-10,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,alert,TRUE,FALSE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",58,61,2,23,46,3815,24511,57691,Transit,2,23,46,orange,green,green,1
Gaia-1,0.949,-0.066,0.066,5470,-110,110,0.952,-0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,363.66,-3.008,3.058,2.72112,-0.0227605,0.0227605,,,TIC 11755687,Gaia DR3 3026325426682637824,13.956,13.242,11.368,,11.711,11.269,15.4878,13.7916,13.0682,13.0552,13.2406,12.4821,,12.9988,11.213,11.248,11.156,8.994,90.6436658,-0.5771099,NEA,J2000,41.1104394,-0.0428576,0.0428576,5.93345,-0.0424305,0.0424305,-40.68,-0.0428666,0.0428666,,,Gaia-1b,1.229,-0.021,0.021,13.77583732,0.132663172,,,,,,1.68,-0.11,0.11,533.9517231,34.96112473,-34.96112473,FALSE,243,-16,16,,,,,,,3.0525297,1.50E-06,1.50E-06,1279.300284,1279.300284,1279.300284,615931.39,74668.78,70696.31,452.5000896,54.85615798,51.9377436,0.04047,-0.00094,0.00094,6054225827,9.141125357,,,85.73,-0.41,0.47,0,,,0,,,,,,,,,TRUE,0.680617038,2459689.697,0.0003,0.0003,1.759951726,,,,,,8351.638797,1698.810636,4954.017526,TRUE,0.680617038,,,,8351.638797,1698.810636,4954.017526,2459691.223,1,1,European Space Agency (ESA) Gaia Satellite,2022,<a refstr=PANAHI_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.101P/abstract target=ref>Panahi et al. 2022</a>,2022-07,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,8,,FALSE,low,TRUE,FALSE," a/Rs, Transit Impact Parameter, Rp/Rs, Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,127,129,11,158,315,2,9,17,Eclipse,2,9,17,orange,green,green,2
Gaia-2,1,-0.095,0.095,5720,-84,84,1.064,-0.031,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,209.229,-1.121,1.134,4.8259031,0.022927534,0.022927534,,,TIC 147797743,Gaia DR3 1107980654748582144,11.816,11.277,9.818,,10.128,9.742,14.9082,11.655,11.252,11.1022,11.4663,10.7447,,11.1968,9.716,9.769,9.704001,9.006,110.7353038,67.25255626,Gaia,J2000,25.003903,-0.0350959,0.0350959,6.90662,-0.0296175,0.0296175,24.0311,-0.0355107,0.0355107,,,Gaia-2b,1.322,-0.013,0.013,14.81827253,0.127680705,,,,,,0.817,-0.047,0.047,259.6658082,14.93793511,-14.93793511,FALSE,107.1,-6.2,6.2,,,,,,,3.69153483,8.00E-07,8.00E-07,1316.563165,1316.563165,1316.563165,644735.24,77621.84,70095.17,473.6611229,57.02565273,51.49611015,0.0467,-0.0015,0.0015,6986220562,9.437971494,,,85.21,-0.25,0.25,0,,,0,,,,,,,,,TRUE,0.788107628,2459726.265,9.70E-05,9.70E-05,1.630236232,,,,,,8717.376538,2339.893655,4037.589228,TRUE,0.788107628,,,,8717.376538,2339.893655,4037.589228,2459728.111,1,1,European Space Agency (ESA) Gaia Satellite,2022,<a refstr=PANAHI_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.101P/abstract target=ref>Panahi et al. 2022</a>,2022-07,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,8,,FALSE,low,TRUE,FALSE," a/Rs, Transit Impact Parameter, Rp/Rs, Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,140,140,1,8,16,1,2,4,Eclipse,1,2,4,green,green,green,2
GJ1132,0.1945,-0.0046,0.0048,3229,-62,78,0.2211,-0.0081,0.0069,5.037,-0.026,0.034,-0.17,-0.15,0.15,[Fe/H],,,,,,,,,,,,,,,,,122.3,-5,6,12.613,-0.007,0.007,79.2543,-0.0437672,0.0437672,,,TIC 101955023,Gaia DR3 5413438219396893568,15.17,13.68,8.666,10.69,9.245,8.322,,,,,,10.8372,,12.138,8.17,8,7.862,7.916,153.7090696,-47.1549358,NEA,J2000,1132.483258,-0.0750929,0.0750929,-1053.98,-0.0738738,0.0738738,414.3,-0.0825484,0.0825484,,,GJ1132b,0.1063,-0.004,0.0034,1.191514652,0.04943,-0.00015,0.00015,0.00578,-0.00059,0.0006,0.00578,-0.00059,0.0006,1.83704819,0.190697044,-0.18751876,FALSE,2.98,-0.3,0.3,,,,5.97,-0.79,0.96,1.62892951,8.60E-07,8.60E-07,584.4882439,581.0877451,587.9499948,26237.67,6044.89,4813.68,19.27576386,4.440938245,3.536417638,0.0157,-0.00013,0.00013,2348686570,15.26,-0.45,0.59,88.16,-0.18,0.19,0.0118,-0.0099,0.047,-95.8,-130,5.5,,,,,,,TRUE,0.495727716,2458041.375,9.30E-05,9.30E-05,0.2443,-0.0015,0.0014,0.76646,-0.00216,0.00214,2750.582803,169.5102696,2411.562264,TRUE,0.484223488,,,,2704.422595,164.3547515,2375.713092,2458042.188,1,1,Cerro Tololo Inter-American Observatory,2015,<a refstr=XUE_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L...8X/abstract target=ref>Xue et al. 2024</a>,2024-09,0,Published Confirmed,27,1,FALSE,TRUE,0.2,2.3,0.8,FALSE,14,,FALSE,high,TRUE,FALSE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Rotation Period [days], ",353,352,1,10,19,214,1524,2664,Transit,1,10,19,yellow,green,green,2
GJ1214,0.182,-0.0041,0.0042,3101,-43,43,0.2162,-0.0024,0.0025,5.0286,-0.0088,0.0078,0.24,-0.11,0.11,[Fe/H],,,,,,,,,,,,,,,,,124.7,-4.8,5,14.6427,-0.0372,0.0372,68.2653,-0.172281,0.172281,,,TIC 467929202,Gaia DR3 4393265392168829056,,15.1,9.094,11.52,9.75,8.782,,,,,,11.581,,13.0089,8.598,8.442,8.254,8.084,258.8313991,4.9606795,NEA,J2000,948.0511007,-0.3416955,0.3416955,580.447,-0.479398,0.479398,-749.588,-0.221265,0.221265,,,GJ1214b,0.24382235,-0.00276564,0.00294407,2.733000023,0.11589,-0.00016,0.00016,0.02646082,-0.00110122,0.00113269,0.02646082,-0.00110122,0.00113269,8.410000258,0.360001058,-0.349998998,FALSE,14.38,-0.56,0.57,,,,2.26,-0.11,0.11,1.580404595,3.70E-08,3.70E-08,566.7295635,568.449745,565.0259968,20097.94,1133.34,1100.48,14.76515047,0.832619444,0.80847852,0.01505,-0.00011,0.00011,2251447954,14.97,-0.14,0.12,88.98,-0.085,0.094,0.0062,-0.0044,0.0079,77,-61,7.5,,,,,,,TRUE,0.264876838,2455913.187,2.00E-05,2.00E-05,1.343,-0.0038,0.0037,0.86966,-0.0011,0.0011,3131.595889,347.8160566,2435.963776,TRUE,0.268096581,,,,3167.315605,352.3649569,2462.585691,2455913.979,1,1,MEarth Project,2009,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,2024-03,0,Published Confirmed,26,1,FALSE,TRUE,0.2,2.3,0.8,FALSE,14,,FALSE,low,TRUE,FALSE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Rotation Period [days], ",253,253,1,2,4,12,82,142,Transit,1,2,4,orange,green,green,2
GJ1252,0.381,-0.019,0.019,3458,-137,137,0.391,-0.02,0.02,,,,,,,,,,,,,,,,,3.9,-0.4,0.4,,,,,64,-4,4,20.373,-0.0192,0.0192,49.0558,-0.045873,0.045873,,,TIC 370133522,Gaia DR3 6468968316900356736,13.655,12.68,8.161,,8.697,7.915,,,,,,10.1165,,11.2364,,,,,306.9286462,-56.4622865,NEA,J2000,1301.74991,-0.0726244,0.0726244,424.414,-0.0734525,0.0734525,-1230.62,-0.0725253,0.0725253,,,GJ1252b,0.10527273,-0.00695871,0.00695871,1.180000002,0.0277,-0.0011,0.0011,,,,0.00415318,-0.00088098,0.00088098,1.319998582,0.28000047,-0.28000047,FALSE,1.991315787,,,,,,,,,0.51824231,4.40E-07,4.40E-07,1090.249757,1090.249757,1090.249757,332944.83,73761.74,57133.56,244.6012134,54.18979207,41.97373512,0.00915,-0.00015,0.00015,1368820517,5.03,-0.27,0.27,84.8,-3.2,3.2,0,,,0,,,,,,,,,TRUE,0.455881878,2459487.956,0.00053,0.00053,0.076550696,,,0.724,-0.013,0.013,2635.618425,89.99373628,2455.630953,TRUE,0.455881878,,,,2635.618425,89.99373628,2455.630953,2459488.215,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=CROSSFIELD_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...937L..17C/abstract target=ref>Crossfield et al. 2022</a>,2022-09,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,high,TRUE,FALSE," Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Rotation Period [days], ",857,854,1,11,21,30,204,407,Transit,1,11,21,green,green,green,2
